ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY
1728	333_thousandpeople	thousand (people)	Phon	Phon	heŋ⁵⁵	heŋ⁵⁵	h e ŋ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	483	483
1729	333_thousandpeople	thousand (people)	Zaiwa	Zaiwa	hiŋ⁴⁵	hiŋ⁴⁵	h i ŋ ⁴⁵	zaiw1241	24.45	98.6	Sino-Tibetan	483	483
1730	333_thousandpeople	thousand (people)	Achang	Achang	kʰjɨŋ⁵⁴	kʰjɨŋ⁵⁴	kʰ j ɨ ŋ ⁵⁴	acha1249	24.25	97.8333	Sino-Tibetan	484	484
1731	333_thousandpeople	thousand (people)	Lashi	Lashi	kʰəŋ⁵³	kʰəŋ⁵³	kʰ ə ŋ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	484	484
1732	333_thousandpeople	thousand (people)	Maru	Maru	kʰiŋ⁵⁴	kʰiŋ⁵⁴	kʰ i ŋ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	484	484
1672	324_threepeople	three (people)	Achang	Achang	sɔm⁵³	sɔm⁵³	s ɔ m ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	473	473
1673	324_threepeople	three (people)	Bela	Bela	sam³	sam³	s a m ³	pela1242	24.45	98.6	Sino-Tibetan	473	473
1674	324_threepeople	three (people)	Lashi	Lashi	sɛm³	sɛm³	s ɛ m ³	lash1243	24.45	98.6	Sino-Tibetan	473	473
1675	324_threepeople	three (people)	Maru	Maru	sam⁴²	sam⁴²	s a m ⁴²	maru1249	24.45	98.6	Sino-Tibetan	473	473
1676	324_threepeople	three (people)	Phon	Phon	ʃaŋ³¹	ʃaŋ³¹	ʃ a ŋ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	473	473
1677	324_threepeople	three (people)	WrittenBurmese	Written_Burmese	sum:	sum:	s u mː/m	oldb1235	21.16	94.90	Sino-Tibetan	473	473
1678	324_threepeople	three (people)	Zaiwa	Zaiwa	sum³²	sum³²	s u m ³²	zaiw1241	24.45	98.6	Sino-Tibetan	473	473
1467	282_throw	throw	Achang	Achang	dɨu⁴³	dɨu⁴³	d ɨu ⁴³	acha1249	24.25	97.8333	Sino-Tibetan	416	416
1468	282_throw	throw	Zaiwa	Zaiwa	dun⁵³	dun⁵³	d u n ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	416	416
1469	282_throw	throw	Lashi	Lashi	pjæ̣p⁵³	pjæ̣p⁵³	p j æ̰ p ⁵³	lash1243	24.45	98.6	Sino-Tibetan	417	417
1470	282_throw	throw	Maru	Maru	pjẹɂ⁵⁴	pjẹɂ⁵⁴	p j ḛ ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	417	417
1471	282_throw	throw	WrittenBurmese	Written_Burmese	pjac	pjac	p j a ts	oldb1235	21.16	94.90	Sino-Tibetan	417	417
50	10_thunder	thunder	Lashi	Lashi	guɛm³	guɛm³	g u/w ɛ m ³	lash1243	24.45	98.6	Sino-Tibetan	15	15
51	10_thunder	thunder	WrittenBurmese	Written_Burmese	krui:	krui:	k r u/w iː	oldb1235	21.16	94.90	Sino-Tibetan	15	15
52	10_thunder	thunder	Zaiwa	Zaiwa	gum⁵³	gum⁵³	g u m ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	15	15
1499	289_tie	tie	Achang	Achang	dụị⁵	dụị⁵	d ṵ ḭ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	426	426
1500	289_tie	tie	Lashi	Lashi	dɨ⁵⁴	dɨ⁵⁴	d ɨ ⁵⁴	lash1243	24.45	98.6	Sino-Tibetan	426	426
1501	289_tie	tie	Maru	Maru	döi⁵	döi⁵	d ö/ø i ⁵	maru1249	24.45	98.6	Sino-Tibetan	426	426
1502	289_tie	tie	Zaiwa	Zaiwa	dui⁵³	dui⁵³	d u/w i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	426	426
377	73_tiger	tiger	Achang	Achang	dʒɔ³ lu³	dʒɔ³ lu³	dʒ ɔ ³ + l u ³	acha1249	24.25	97.8333	Sino-Tibetan	115 116	115 116
378	73_tiger	tiger	Lashi	Lashi	dzə⁴³ lo³	dzə⁴³ lo³	d z ə ⁴³ + l o ³	lash1243	24.45	98.6	Sino-Tibetan	115 116	115 116
379	73_tiger	tiger	Bela	Bela	la⁵²	la⁵²	l a ⁵²	pela1242	24.45	98.6	Sino-Tibetan	116	116
380	73_tiger	tiger	Phon	Phon	la³¹ kə	la³¹ kə	l a ³¹ + k ə	hpon1238	25.3248194	97.3544031	Sino-Tibetan	116 117	116 117
381	73_tiger	tiger	WrittenBurmese	Written_Burmese	kja: kja:	kja: kja:	k j aː + k j aː	oldb1235	21.16	94.90	Sino-Tibetan	116 117	116 117
382	73_tiger	tiger	Zaiwa	Zaiwa	lə³² mɔ³	lə³² mɔ³	l ə ³² + m ɔ ³	zaiw1241	24.45	98.6	Sino-Tibetan	116 118	116 118
383	73_tiger	tiger	Maru	Maru	kʰa² mjaŋ³²	kʰa² mjaŋ³²	kʰ a ² + m j a ŋ ³²	maru1249	24.45	98.6	Sino-Tibetan	117 118	117 118
2032	393_tired	tired	Achang	Achang	njuŋ³	njuŋ³	n j u ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	562	562
2033	393_tired	tired	Lashi	Lashi	mjoŋ³	mjoŋ³	m j o ŋ ³	lash1243	24.45	98.6	Sino-Tibetan	562	562
2034	393_tired	tired	Maru	Maru	mjæuŋ⁴⁵	mjæuŋ⁴⁵	m j æu ŋ ⁴⁵	maru1249	24.45	98.6	Sino-Tibetan	562	562
2035	393_tired	tired	Phon	Phon	ŋɔ³¹	ŋɔ³¹	ŋ ɔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	562	562
2036	393_tired	tired	WrittenBurmese	Written_Burmese	mraŋ	mraŋ	m r a ŋ	oldb1235	21.16	94.90	Sino-Tibetan	562	562
2037	393_tired	tired	Zaiwa	Zaiwa	mjuŋ⁵³	mjuŋ⁵³	m j u ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	562	562
1568	304_todry	to dry	Achang	Achang	lạp⁴²	lạp⁴²	l a̰ p ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	446	446
1569	304_todry	to dry	Lashi	Lashi	læ̣p³²	læ̣p³²	l æ̰ p ³²	lash1243	24.45	98.6	Sino-Tibetan	446	446
1570	304_todry	to dry	Maru	Maru	lẹɂ⁵⁴	lẹɂ⁵⁴	l ḛ ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	446	446
1571	304_todry	to dry	Zaiwa	Zaiwa	lạp⁵⁴	lạp⁵⁴	l a̰ p ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	446	446
88	17_tomorrow	tomorrow	Achang	Achang	jɔ³¹	jɔ³¹	j ɔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	25	25
89	17_tomorrow	tomorrow	Lashi	Lashi	jɔ⁴²	jɔ⁴²	j ɔ ⁴²	lash1243	24.45	98.6	Sino-Tibetan	25	25
90	17_tomorrow	tomorrow	Bela	Bela	ma²³	ma²³	m a ²³	pela1242	24.45	98.6	Sino-Tibetan	26	26
91	17_tomorrow	tomorrow	Maru	Maru	mɔ³⁵	mɔ³⁵	m ɔ ³⁵	maru1249	24.45	98.6	Sino-Tibetan	26	26
92	17_tomorrow	tomorrow	Zaiwa	Zaiwa	ma³	ma³	m a ³	zaiw1241	24.45	98.6	Sino-Tibetan	26	26
689	131_tongue	tongue	Bela	Bela	ʃʰa⁵²	ʃʰa⁵²	ʃʰ a ⁵²	pela1242	24.45	98.6	Sino-Tibetan	198	198
690	131_tongue	tongue	Maru	Maru	ʃɔ⁵¹	ʃɔ⁵¹	ʃ ɔ ⁵¹	maru1249	24.45	98.6	Sino-Tibetan	198	198
691	131_tongue	tongue	Zaiwa	Zaiwa	mui³¹	mui³¹	m u/w i ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	198	198
692	131_tongue	tongue	Achang	Achang	djɔ̣³	djɔ̣³	d j ɔ̰ ³	acha1249	24.25	97.8333	Sino-Tibetan	199	199
693	131_tongue	tongue	Lashi	Lashi	jɔ⁴³	jɔ⁴³	j ɔ ⁴³	lash1243	24.45	98.6	Sino-Tibetan	199	199
694	131_tongue	tongue	Phon	Phon	jaɂ⁵⁵	jaɂ⁵⁵	j a ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	199	199
702	133_tooth	tooth	Phon	Phon	sɛ	sɛ	s ɛ	hpon1238	25.3248194	97.3544031	Sino-Tibetan	201	201
703	133_tooth	tooth	WrittenBurmese	Written_Burmese	swa:	swa:	s w aː	oldb1235	21.16	94.90	Sino-Tibetan	201	201
197	38_tree	tree	Achang	Achang	saiɂ⁵	saiɂ⁵	s ai ʔ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	62	62
198	38_tree	tree	Bela	Bela	sak⁵² kʰi³	sak⁵² kʰi³	s a k ⁵² + kʰ i ³	pela1242	24.45	98.6	Sino-Tibetan	62 63	62 63
199	38_tree	tree	Lashi	Lashi	sək⁵⁴ gam³¹	sək⁵⁴ gam³¹	s ə k ⁵⁴ + g a m ³¹	lash1243	24.45	98.6	Sino-Tibetan	62 63	62 63
200	38_tree	tree	Maru	Maru	sak⁵ ge⁴¹	sak⁵ ge⁴¹	s a k ⁵ + g e ⁴¹	maru1249	24.45	98.6	Sino-Tibetan	62 63	62 63
201	38_tree	tree	Phon	Phon	ʃaiɂ³¹	ʃaiɂ³¹	ʃ ai ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	62	62
202	38_tree	tree	WrittenBurmese	Written_Burmese	sac	sac	s a ts	oldb1235	21.16	94.90	Sino-Tibetan	62	62
203	38_tree	tree	Zaiwa	Zaiwa	sɪk⁵ gam⁵³	sɪk⁵ gam⁵³	s ɪ k ⁵ + g a m ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	62 63	62 63
1050	199_trousers	trousers	Achang	Achang	kʰjaɂ⁵³	kʰjaɂ⁵³	kʰ j a ʔ ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	305	305
1051	199_trousers	trousers	Lashi	Lashi	kʰjaɂ⁵³	kʰjaɂ⁵³	kʰ j a ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	305	305
1052	199_trousers	trousers	Zaiwa	Zaiwa	kʰap³²	kʰap³²	kʰ a p ³²	zaiw1241	24.45	98.6	Sino-Tibetan	305	305
1667	323_twopeople	two (people)	Achang	Achang	ɂai⁵³	ɂai⁵³	ʔ ai ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	472	472
1668	323_twopeople	two (people)	Bela	Bela	jị²³	jị²³	j ḭ ²³	pela1242	24.45	98.6	Sino-Tibetan	472	472
1669	323_twopeople	two (people)	Lashi	Lashi	ɂək⁵³	ɂək⁵³	ʔ ə k ⁵³	lash1243	24.45	98.6	Sino-Tibetan	472	472
1670	323_twopeople	two (people)	Phon	Phon	haiɂ³¹	haiɂ³¹	h ai ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	472	472
1671	323_twopeople	two (people)	Zaiwa	Zaiwa	ɂi⁴⁵	ɂi⁴⁵	ʔ i ⁴⁵	zaiw1241	24.45	98.6	Sino-Tibetan	472	472
871	168_urine	urine	Achang	Achang	jẹị⁵	jẹị⁵	j ḛ ḭ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	249	249
872	168_urine	urine	Lashi	Lashi	jẹ⁵	jẹ⁵	j ḛ ⁵	lash1243	24.45	98.6	Sino-Tibetan	249	249
873	168_urine	urine	Maru	Maru	ɂịt⁵	ɂịt⁵	ʔ ḭ t ⁵	maru1249	24.45	98.6	Sino-Tibetan	249	249
874	168_urine	urine	Zaiwa	Zaiwa	ɂi³ ʃi⁵³	ɂi³ ʃi⁵³	ʔ i ³ + ʃ i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	249 250	249 250
875	168_urine	urine	Phon	Phon	sʰi³¹	sʰi³¹	sʰ i ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	250	250
876	168_urine	urine	WrittenBurmese	Written_Burmese	se:	se:	s eː	oldb1235	21.16	94.90	Sino-Tibetan	250	250
965	183_village	village	Achang	Achang	wʊ³ kʰau³	wʊ³ kʰau³	w ʊ ³ + kʰ au ³	acha1249	24.25	97.8333	Sino-Tibetan	279 280	279 280
966	183_village	village	Bela	Bela	wa²³	wa²³	w a ²³	pela1242	24.45	98.6	Sino-Tibetan	279	279
967	183_village	village	Lashi	Lashi	wə⁴ goŋ⁵¹	wə⁴ goŋ⁵¹	w ə ⁴ + g o ŋ ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	279 280	279 280
968	183_village	village	Maru	Maru	vo² kʰauŋ²	vo² kʰauŋ²	v o ² + kʰ au ŋ ²	maru1249	24.45	98.6	Sino-Tibetan	279 280	279 280
969	183_village	village	Phon	Phon	wa⁵⁵ kʰə	wa⁵⁵ kʰə	w a ⁵⁵ + kʰ ə	hpon1238	25.3248194	97.3544031	Sino-Tibetan	279 280	279 280
970	183_village	village	WrittenBurmese	Written_Burmese	rwa	rwa	r w a	oldb1235	21.16	94.90	Sino-Tibetan	279	279
971	183_village	village	Zaiwa	Zaiwa	wa³¹	wa³¹	w a ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	279	279
1231	234_vomit	vomit	Achang	Achang	duk⁴²	duk⁴²	d u k ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	349	349
1232	234_vomit	vomit	Lashi	Lashi	dok³	dok³	d o k ³	lash1243	24.45	98.6	Sino-Tibetan	349	349
1233	234_vomit	vomit	Maru	Maru	daut⁴²	daut⁴²	d au t ⁴²	maru1249	24.45	98.6	Sino-Tibetan	349	349
1332	257_wait	wait	Achang	Achang	laŋ⁵	laŋ⁵	l a ŋ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	384	384
1333	257_wait	wait	Lashi	Lashi	laŋ³	laŋ³	l a ŋ ³	lash1243	24.45	98.6	Sino-Tibetan	384	384
1334	257_wait	wait	Maru	Maru	la²⁵ na⁵²	la²⁵ na⁵²	l a ²⁵ + n a ⁵²	maru1249	24.45	98.6	Sino-Tibetan	384 385	384 385
1335	257_wait	wait	Zaiwa	Zaiwa	laŋ³⁴	laŋ³⁴	l a ŋ ³⁴	zaiw1241	24.45	98.6	Sino-Tibetan	384	384
1336	257_wait	wait	WrittenBurmese	Written_Burmese	ŋamˀ	ŋamˀ	ŋ a mˀ	oldb1235	21.16	94.90	Sino-Tibetan	385	385
1427	274_walk	walk	Achang	Achang	su⁵	su⁵	s u ⁵	acha1249	24.25	97.8333	Sino-Tibetan	407	407
1428	274_walk	walk	Bela	Bela	tsọ²³	tsọ²³	ts o̰ ²³	pela1242	24.45	98.6	Sino-Tibetan	407	407
1429	274_walk	walk	Lashi	Lashi	sɔ⁴	sɔ⁴	s ɔ ⁴	lash1243	24.45	98.6	Sino-Tibetan	407	407
1430	274_walk	walk	Maru	Maru	su⁵	su⁵	s u ⁵	maru1249	24.45	98.6	Sino-Tibetan	407	407
1431	274_walk	walk	Zaiwa	Zaiwa	sɔ⁵²	sɔ⁵²	s ɔ ⁵²	zaiw1241	24.45	98.6	Sino-Tibetan	407	407
1011	191_wallofhouse	wall of house	Achang	Achang	dʒə̣³	dʒə̣³	dʒ ə̰ ³	acha1249	24.25	97.8333	Sino-Tibetan	291	291
1012	191_wallofhouse	wall of house	Bela	Bela	tsʰi	tsʰi	tsʰ i	pela1242	24.45	98.6	Sino-Tibetan	291	291
1013	191_wallofhouse	wall of house	Phon	Phon	tʰo⁵⁵	tʰo⁵⁵	tʰ o ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	291	291
1014	191_wallofhouse	wall of house	Zaiwa	Zaiwa	tsʰə⁵⁴	tsʰə⁵⁴	tsʰ ə ⁵⁴	zaiw1241	24.45	98.6	Sino-Tibetan	291	291
1512	292_wash	wash	Achang	Achang	tʃʰei⁵	tʃʰei⁵	tʃʰ ei ⁵	acha1249	24.25	97.8333	Sino-Tibetan	430	430
1513	292_wash	wash	Bela	Bela	tʃʰə²³	tʃʰə²³	tʃʰ ə ²³	pela1242	24.45	98.6	Sino-Tibetan	430	430
1514	292_wash	wash	Lashi	Lashi	tʃʰe⁴³	tʃʰe⁴³	tʃʰ e ⁴³	lash1243	24.45	98.6	Sino-Tibetan	430	430
1515	292_wash	wash	Maru	Maru	tʃʰit⁵⁴	tʃʰit⁵⁴	tʃʰ i t ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	430	430
1516	292_wash	wash	Phon	Phon	ʃe³¹	ʃe³¹	ʃ e ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	430	430
1517	292_wash	wash	Zaiwa	Zaiwa	tʃʰi⁵³	tʃʰi⁵³	tʃʰ i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	430	430
113	23_water	water	Achang	Achang	dʒei⁴²	dʒei⁴²	dʒ ei ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	33	33
114	23_water	water	Phon	Phon	cʰi⁵⁵	cʰi⁵⁵	tsʰ i ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	33	33
115	23_water	water	WrittenBurmese	Written_Burmese	re	re	r e	oldb1235	21.16	94.90	Sino-Tibetan	33	33
116	23_water	water	Bela	Bela	ɣi³	ɣi³	ɣ i ³	pela1242	24.45	98.6	Sino-Tibetan	34	34
117	23_water	water	Lashi	Lashi	ge⁵¹	ge⁵¹	g e ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	34	34
118	23_water	water	Maru	Maru	ɣit⁴	ɣit⁴	ɣ i t ⁴	maru1249	24.45	98.6	Sino-Tibetan	34	34
119	23_water	water	Zaiwa	Zaiwa	ɂʊ̣t⁵	ɂʊ̣t⁵	ʔ ʊ̰ t ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	34	34
2027	392_weak	weak	Achang	Achang	nụk⁵³	nụk⁵³	n ṵ k ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	561	561
2028	392_weak	weak	Lashi	Lashi	nəŋ²	nəŋ²	n ə ŋ ²	lash1243	24.45	98.6	Sino-Tibetan	561	561
2029	392_weak	weak	Maru	Maru	ne⁵	ne⁵	n e ⁵	maru1249	24.45	98.6	Sino-Tibetan	561	561
2030	392_weak	weak	WrittenBurmese	Written_Burmese	nan:	nan:	n a nː/n	oldb1235	21.16	94.90	Sino-Tibetan	561	561
2031	392_weak	weak	Zaiwa	Zaiwa	njɔ̣m⁵³	njɔ̣m⁵³	n j ɔ̰ m ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	561	561
1034	196_weavecloth	weave (cloth)	Bela	Bela	ɣa⁵²	ɣa⁵²	ɣ a ⁵²	pela1242	24.45	98.6	Sino-Tibetan	300	300
1035	196_weavecloth	weave (cloth)	Lashi	Lashi	gain³ jɔ̣ɂ³	gain³ jɔ̣ɂ³	g ai n ³ + j ɔ̰ ʔ ³	lash1243	24.45	98.6	Sino-Tibetan	300 301	300 301
1036	196_weavecloth	weave (cloth)	Maru	Maru	gɪn⁴ ɣoɂ³²	gɪn⁴ ɣoɂ³²	g ɪ n ⁴ + ɣ o ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	300 301	300 301
1037	196_weavecloth	weave (cloth)	WrittenBurmese	Written_Burmese	kam: rak	kam: rak	k a mː/m + r a k	oldb1235	21.16	94.90	Sino-Tibetan	300 301	300 301
1038	196_weavecloth	weave (cloth)	Zaiwa	Zaiwa	kan³² wɔɂ³	kan³² wɔɂ³	k a n ³² + w ɔ ʔ ³	zaiw1241	24.45	98.6	Sino-Tibetan	300 301	300 301
1039	196_weavecloth	weave (cloth)	Achang	Achang	jɔɂ³¹	jɔɂ³¹	j ɔ ʔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	301	301
1040	196_weavecloth	weave (cloth)	Phon	Phon	rʊɂ³¹	rʊɂ³¹	r ʊ ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	301	301
1186	226_weep	weep	Achang	Achang	ŋau³¹	ŋau³¹	ŋ au ³¹	acha1249	24.25	97.8333	Sino-Tibetan	340	340
1187	226_weep	weep	Lashi	Lashi	ŋau³¹	ŋau³¹	ŋ au ³¹	lash1243	24.45	98.6	Sino-Tibetan	340	340
1188	226_weep	weep	Maru	Maru	ŋoɂ³²	ŋoɂ³²	ŋ o ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	340	340
1189	226_weep	weep	Phon	Phon	ŋu⁵⁵	ŋu⁵⁵	ŋ u ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	340	340
1190	226_weep	weep	WrittenBurmese	Written_Burmese	ŋui	ŋui	ŋ u/w i	oldb1235	21.16	94.90	Sino-Tibetan	340	340
1191	226_weep	weep	Zaiwa	Zaiwa	ŋau³²	ŋau³²	ŋ au ³²	zaiw1241	24.45	98.6	Sino-Tibetan	340	340
102	20_west	west	Achang	Achang	waŋ³¹	waŋ³¹	w a ŋ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	30	30
103	20_west	west	Bela	Bela	wãŋ³	wãŋ³	w ã ŋ ³	pela1242	24.45	98.6	Sino-Tibetan	30	30
104	20_west	west	Lashi	Lashi	waŋ³¹	waŋ³¹	w a ŋ ³¹	lash1243	24.45	98.6	Sino-Tibetan	30	30
105	20_west	west	Maru	Maru	wa³²	wa³²	w a ³²	maru1249	24.45	98.6	Sino-Tibetan	30	30
106	20_west	west	Zaiwa	Zaiwa	waŋ³¹	waŋ³¹	w a ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	30	30
1984	381_wet	wet	Achang	Achang	dʒuɛɂ⁵²	dʒuɛɂ⁵²	dʒ u/w ɛ ʔ ⁵²	acha1249	24.25	97.8333	Sino-Tibetan	545	545
1985	381_wet	wet	Lashi	Lashi	dʒøm³²	dʒøm³²	dʒ ø m ³²	lash1243	24.45	98.6	Sino-Tibetan	545	545
1986	381_wet	wet	Maru	Maru	dʒo⁵	dʒo⁵	dʒ o ⁵	maru1249	24.45	98.6	Sino-Tibetan	545	545
1987	381_wet	wet	WrittenBurmese	Written_Burmese	cwat	cwat	tsʷ a t	oldb1235	21.16	94.90	Sino-Tibetan	545	545
2071	405_what	what?	Achang	Achang	tʃʰa³	tʃʰa³	tʃʰ a ³	acha1249	24.25	97.8333	Sino-Tibetan	575	575
2072	405_what	what?	Lashi	Lashi	tʃʰɛ⁵³	tʃʰɛ⁵³	tʃʰ ɛ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	575	575
2073	405_what	what?	Zaiwa	Zaiwa	dʒuŋ⁵² ha⁵	dʒuŋ⁵² ha⁵	dʒ u ŋ ⁵² + h a ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	575 576	575 576
2074	405_what	what?	WrittenBurmese	Written_Burmese	hma:	hma:	h m aː	oldb1235	21.16	94.90	Sino-Tibetan	576	576
2058	402_when	when?	Achang	Achang	kʰa⁴ nạmp⁵²	kʰa⁴ nạmp⁵²	kʰ a ⁴ + n a̰ m p ⁵²	acha1249	24.25	97.8333	Sino-Tibetan	569 570	569 570
2059	402_when	when?	Lashi	Lashi	kʰa²⁴ næ̣p⁴²	kʰa²⁴ næ̣p⁴²	kʰ a ²⁴ + n æ̰ p ⁴²	lash1243	24.45	98.6	Sino-Tibetan	569 570	569 570
2060	402_when	when?	Maru	Maru	kʰö⁵	kʰö⁵	kʰ ö/ø ⁵	maru1249	24.45	98.6	Sino-Tibetan	569	569
2061	402_when	when?	WrittenBurmese	Written_Burmese	kaˀ	kaˀ	k aˀ	oldb1235	21.16	94.90	Sino-Tibetan	569	569
2062	402_when	when?	Zaiwa	Zaiwa	kʰət⁴³ nạm³²	kʰət⁴³ nạm³²	kʰ ə t ⁴³ + n a̰ m ³²	zaiw1241	24.45	98.6	Sino-Tibetan	569 570	569 570
2063	403_where	where?	Lashi	Lashi	mɔ²¹	mɔ²¹	m ɔ ²¹	lash1243	24.45	98.6	Sino-Tibetan	571	571
2064	403_where	where?	WrittenBurmese	Written_Burmese	hma	hma	h m a	oldb1235	21.16	94.90	Sino-Tibetan	571	571
2065	403_where	where?	Achang	Achang	dje³	dje³	d j e ³	acha1249	24.25	97.8333	Sino-Tibetan	572	572
2066	403_where	where?	Maru	Maru	dau⁵¹	dau⁵¹	d au ⁵¹	maru1249	24.45	98.6	Sino-Tibetan	572	572
1260	240_whistle	whistle	Maru	Maru	nạịt⁵⁴	nạịt⁵⁴	n a̰ ḭ t ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	359	359
1261	240_whistle	whistle	Zaiwa	Zaiwa	nʊ̣t⁵	nʊ̣t⁵	n ʊ̰ t ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	359	359
1892	363_white	white	Achang	Achang	tʰjɨu³	tʰjɨu³	tʰ j ɨu ³	acha1249	24.25	97.8333	Sino-Tibetan	523	523
1893	363_white	white	Bela	Bela	pʰju³	pʰju³	pʰ j u ³	pela1242	24.45	98.6	Sino-Tibetan	523	523
1894	363_white	white	Lashi	Lashi	pʰju⁴³	pʰju⁴³	pʰ j u ⁴³	lash1243	24.45	98.6	Sino-Tibetan	523	523
1895	363_white	white	Maru	Maru	pʰju³	pʰju³	pʰ j u ³	maru1249	24.45	98.6	Sino-Tibetan	523	523
1896	363_white	white	Phon	Phon	pʰjuɂ⁵⁵	pʰjuɂ⁵⁵	pʰ j u ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	523	523
1897	363_white	white	WrittenBurmese	Written_Burmese	pʰru	pʰru	pʰ r u	oldb1235	21.16	94.90	Sino-Tibetan	523	523
1898	363_white	white	Zaiwa	Zaiwa	pʰju³²	pʰju³²	pʰ j u ³²	zaiw1241	24.45	98.6	Sino-Tibetan	523	523
2067	404_who	who?	Achang	Achang	haŋk⁵⁴	haŋk⁵⁴	h a ŋ k ⁵⁴	acha1249	24.25	97.8333	Sino-Tibetan	573	573
2068	404_who	who?	Bela	Bela	kʰak³	kʰak³	kʰ a k ³	pela1242	24.45	98.6	Sino-Tibetan	573	573
2069	404_who	who?	Lashi	Lashi	haŋ⁴ ŋọị³¹	haŋ⁴ ŋọị³¹	h a ŋ ⁴ + ŋ o̰i ³¹	lash1243	24.45	98.6	Sino-Tibetan	573 574	573 574
2070	404_who	who?	Maru	Maru	ŋat³²	ŋat³²	ŋ a t ³²	maru1249	24.45	98.6	Sino-Tibetan	574	574
1812	349_wideorbroad	wide or broad	Achang	Achang	lam³¹	lam³¹	l a m ³¹	acha1249	24.25	97.8333	Sino-Tibetan	505	505
1813	349_wideorbroad	wide or broad	Bela	Bela	lẽ²³	lẽ²³	l ẽ ²³	pela1242	24.45	98.6	Sino-Tibetan	505	505
1814	349_wideorbroad	wide or broad	Lashi	Lashi	læ̣m³¹	læ̣m³¹	l æ̰ m ³¹	lash1243	24.45	98.6	Sino-Tibetan	505	505
1815	349_wideorbroad	wide or broad	Maru	Maru	le²	le²	l e ²	maru1249	24.45	98.6	Sino-Tibetan	505	505
1816	349_wideorbroad	wide or broad	Zaiwa	Zaiwa	lam³²	lam³²	l a m ³²	zaiw1241	24.45	98.6	Sino-Tibetan	505	505
934	178_widow	widow	Achang	Achang	tʃʰau⁵ mu⁵	tʃʰau⁵ mu⁵	tʃʰ au ⁵ + m u ⁵	acha1249	24.25	97.8333	Sino-Tibetan	271 272	271 272
